Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_RemoveOutliers,Job_Affinity,Job_Jit,Job_Platform,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_EnvironmentVariables,Job_Toolchain,Job_IsBaseline,Job_InvocationCount,Job_IterationTime,Job_LaunchCount,Job_RunStrategy,Job_TargetCount,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,17,0,100,0
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,18,0,100,0
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,19,0,100,0
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,20,0,100,0
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainWarmup,1,899000,100,8990
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainWarmup,2,1312000,100,13120
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainWarmup,3,1142000,100,11420
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainTarget,1,990000,100,9900
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainTarget,2,1228000,100,12280
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainTarget,3,1252000,100,12520
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainTarget,4,981000,100,9810
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,MainTarget,5,1006000,100,10060
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,Result,1,989450,100,9894.5
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,Result,2,1227450,100,12274.5
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,Result,3,1251450,100,12514.5
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,Result,4,980450,100,9804.5
MonkeyBenchmark.AddMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,AddMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,Result,5,1005450,100,10054.5
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,1,211000,100,2110
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,2,3000,100,30
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,3,1000,100,10
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,4,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,5,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,6,1000,100,10
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,7,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleWarmup,8,1000,100,10
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,1,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,2,1000,100,10
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,3,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,4,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,5,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,6,0,100,0
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,7,1000,100,10
MonkeyBenchmark.GetMonkeys,MonkeyBenchmarkCSharp,MonkeyBenchmark,GetMonkeys,QuickJob,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,100,Default,1,Default,5,1,3,"QuickJob(InvocationCount=100, LaunchCount=1, TargetCount=5, UnrollFactor=1, WarmupCount=3)",N=100,1,IdleTarget,8,1000,100,10
